Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2016-04-12;50,635;52,121;50,635;52,121;765;39.254
2016-04-11;51,965;52,281;51,309;52,106;1.439;74.781
2016-04-08;52,52;52,69;51,434;51,912;1.655;86.413
2016-04-07;52,50;52,893;52,21;52,718;1.649;86.699
2016-04-06;51,242;52,641;50,94;52,282;1.351;69.555
2016-04-05;50,064;50,40;49,829;50,40;1.449;72.484
2016-04-04;50,30;51,162;49,713;50,98;2.355;118.709
2016-04-01;49,752;49,752;48,567;49,515;1.795;88.030
2016-03-31;50,383;50,531;49,851;50,039;6.061;303.972
2016-03-30;50,923;51,078;50,401;50,401;4.375;222.133
2016-03-29;50,948;50,993;50,078;50,993;2.523;127.282
2016-03-24;50,135;50,707;50,021;50,199;2.160;108.496
2016-03-23;50,90;51,042;50,05;50,603;2.780;140.415
2016-03-22;50,232;50,85;49,362;50,85;5.334;266.085
2016-03-21;50,875;51,191;50,086;50,27;1.559;78.727
2016-03-18;50,964;51,036;50,50;50,899;2.250;114.368
2016-03-17;51,09;51,716;50,704;51,716;1.868;95.412
2016-03-16;51,337;51,474;51,091;51,466;2.028;104.021
2016-03-15;52,511;52,511;51,54;52,141;1.148;59.553
2016-03-14;52,533;53,699;52,533;53,50;2.426;128.665
2016-03-11;52,221;53,267;52,221;52,629;720;38.005
2016-03-10;53,895;53,999;51,707;51,707;1.633;86.646
2016-03-09;53,112;53,906;52,921;53,162;434;23.143
2016-03-08;52,078;53,00;52,00;53,00;1.432;74.816
2016-03-07;52,869;52,869;51,923;52,104;2.538;132.841
2016-03-04;52,851;52,851;52,04;52,85;2.096;109.742
2016-03-03;52,52;53,027;51,809;52,089;3.006;158.085
2016-03-02;53,388;53,687;52,904;53,399;1.902;101.217
2016-03-01;53,09;53,38;52,68;52,89;1.904;100.855
2016-02-29;54,474;54,474;52,523;53,086;1.760;93.578
2016-02-26;53,997;54,309;53,60;54,188;1.171;63.100
2016-02-25;53,082;53,80;52,69;53,48;1.399;74.521
2016-02-24;53,394;53,531;52,417;52,747;2.013;106.529
2016-02-23;53,184;53,83;53,101;53,40;10.338;553.400
2016-02-22;53,434;53,89;53,431;53,45;1.350;72.289
2016-02-19;53,52;53,861;52,937;53,679;2.481;132.211
2016-02-18;54,459;54,846;53,921;53,921;1.809;98.441
2016-02-17;54,364;56,233;54,364;56,186;2.230;122.861
2016-02-16;54,20;54,75;53,435;53,79;2.504;135.366
2016-02-15;53,744;54,662;53,744;54,645;2.955;159.975
2016-02-12;51,757;52,809;51,757;52,809;664;34.648
2016-02-11;50,915;52,286;50,915;51,467;2.905;150.137
2016-02-10;50,518;52,592;50,518;52,585;1.664;86.236
2016-02-09;50,955;51,767;49,602;50,471;3.324;168.306
2016-02-08;54,60;54,60;50,935;51,00;7.541;395.550
2016-02-05;54,886;54,886;53,464;54,16;2.830;152.749
2016-02-04;56,50;56,708;53,948;54,856;3.296;181.928
2016-02-03;59,757;59,97;58,50;58,50;1.143;67.938
2016-02-02;59,243;59,995;59,243;59,587;675;40.224
2016-02-01;59,949;60,149;58,836;60,149;1.034;61.134
2016-01-29;58,902;58,902;58,512;58,512;144;8.447
2016-01-28;59,042;59,236;56,899;57,255;1.207;69.923
2016-01-27;58,612;58,777;58,612;58,77;1.215;71.391
2016-01-26;57,921;58,924;57,921;58,775;1.308;76.598
2016-01-25;58,55;59,107;58,526;59,107;864;50.738
2016-01-22;57,064;59,00;57,064;58,894;2.447;142.069
2016-01-21;56,326;56,929;56,266;56,614;825;46.569
2016-01-20;55,421;56,092;54,704;55,974;1.500;83.189
2016-01-19;57,131;57,131;56,29;56,733;593;33.622
2016-01-18;55,776;56,302;55,247;55,247;719;40.180
2016-01-15;56,699;56,765;55,374;55,413;1.816;101.222
2016-01-14;57,39;57,43;56,355;57,139;715;40.674
2016-01-13;59,09;59,152;58,763;59,152;444;26.188
2016-01-12;57,354;58,001;57,001;58,001;424;24.412
2016-01-11;57,781;58,245;57,691;57,70;656;37.946
2016-01-08;59,58;60,02;58,25;58,25;4.340;258.286
2016-01-07;60,708;61,513;58,592;59,65;4.344;258.898
2016-01-06;61,946;61,946;61,164;61,542;353;21.765
2016-01-05;62,274;62,601;61,545;62,601;1.543;95.433
2016-01-04;62,886;62,886;60,899;61,10;3.140;193.348
2015-12-30;62,538;63,10;62,538;63,10;1.344;84.784
2015-12-29;62,879;63,099;61,90;63,099;1.354;84.981
2015-12-28;61,148;61,739;61,106;61,544;473;29.039
2015-12-23;60,939;62,085;60,939;62,085;510;31.309
2015-12-22;59,666;60,305;59,583;60,146;3.921;235.149
2015-12-21;60,502;61,319;60,02;60,562;3.365;204.612
2015-12-18;61,659;61,659;60,03;60,10;1.077;65.746
2015-12-17;62,057;62,10;61,792;61,792;1.804;111.767
2015-12-16;61,263;61,474;61,17;61,277;1.423;87.313
2015-12-15;60,057;61,277;60,057;61,277;316;19.114
2015-12-14;60,954;60,954;59,43;59,692;595;35.678
2015-12-11;60,693;60,693;60,00;60,566;1.122;67.684
2015-12-10;61,008;61,326;61,008;61,17;125;7.647
2015-12-09;61,324;61,552;60,66;60,66;1.266;77.624
2015-12-08;62,228;62,228;60,771;60,771;430;26.521
2015-12-07;62,532;63,327;62,091;62,635;757;47.430
2015-12-04;62,804;62,804;61,25;61,835;521;32.265
2015-12-03;64,181;65,507;62,198;62,198;2.823;177.873
2015-12-02;65,344;65,60;64,902;65,01;998;65.014
2015-12-01;64,761;65,078;64,464;65,013;506;32.840
2015-11-30;64,107;64,828;64,107;64,824;1.152;74.378
2015-11-27;64,468;64,703;64,071;64,695;482;31.106
2015-11-26;64,506;64,842;64,09;64,215;1.202;77.566
2015-11-25;63,367;64,385;63,367;64,366;572;36.541
2015-11-24;63,65;63,65;63,187;63,187;290;18.347
2015-11-23;63,802;64,532;63,802;64,25;1.447;92.862
2015-11-20;63,463;64,535;63,463;64,535;1.080;68.944
2015-11-19;63,009;63,916;63,009;63,131;2.363;150.352
2015-11-18;62,348;63,294;62,008;63,037;1.890;118.295
2015-11-17;61,249;62,50;61,069;62,50;2.829;175.689
2015-11-16;58,471;61,279;57,595;61,252;2.445;146.067
2015-11-13;57,30;57,471;56,764;57,289;1.006;57.572
2015-11-12;58,972;58,972;57,742;58,05;2.351;137.640
2015-11-11;59,483;59,942;59,058;59,942;158;9.395
2015-11-10;58,50;59,441;58,50;59,441;1.459;85.954
2015-11-09;59,858;59,858;58,656;59,002;6.902;411.524
2015-11-06;59,012;59,95;58,91;59,873;1.219;72.298
2015-11-05;60,674;60,674;60,00;60,078;307;18.542
2015-11-04;59,094;59,20;58,979;58,979;2.034;120.218
2015-11-03;58,345;59,161;58,345;59,161;650;38.134
2015-11-02;58,217;58,217;57,621;57,80;1.359;78.691
2015-10-30;58,701;59,137;58,442;59,137;2.238;131.441
2015-10-29;58,106;58,825;58,02;58,825;2.545;148.124
2015-10-28;57,267;59,493;57,267;59,493;651;37.719
2015-10-27;56,563;57,065;56,123;56,889;1.161;65.484
2015-10-26;57,021;57,262;56,858;57,20;634;36.258
2015-10-23;56,194;57,16;56,194;57,16;1.190;67.848
2015-10-22;54,647;55,811;54,555;55,55;1.048;57.830
2015-10-21;55,00;55,00;53,476;53,79;1.863;100.791
2015-10-20;57,25;57,25;55,05;55,05;1.350;75.280
2015-10-19;57,001;57,808;57,001;57,808;475;27.186
2015-10-16;55,701;56,738;55,599;56,738;860;48.017
2015-10-15;56,164;56,498;55,928;56,498;1.479;82.957
2015-10-14;55,00;55,556;54,86;55,006;1.072;59.035
2015-10-13;56,40;56,40;55,459;55,848;1.249;69.481
2015-10-12;56,682;56,782;56,609;56,782;295;16.725
2015-10-09;56,952;57,374;56,213;56,978;1.590;90.455
2015-10-08;56,616;57,257;56,616;57,173;844;48.127
2015-10-07;56,80;57,059;56,205;57,059;2.359;133.288
2015-10-06;57,316;57,80;56,936;57,402;603;34.616
2015-10-05;57,318;58,07;57,116;58,07;393;22.613
2015-10-02;56,775;56,775;56,273;56,273;237;13.392
2015-10-01;57,55;57,721;57,55;57,721;37;2.133
2015-09-30;57,238;57,504;56,984;57,209;685;39.214
2015-09-29;55,609;55,609;55,609;55,609;90;5.005
2015-09-28;59,046;59,046;56,00;56,10;855;49.217
2015-09-25;59,442;59,442;59,396;59,396;100;5.941
2015-09-24;57,50;57,50;57,50;57,50;20;1.150
2015-09-23;57,806;58,60;57,633;57,633;955;55.563
2015-09-22;59,50;59,50;57,719;57,719;994;58.035
2015-09-21;61,187;61,233;60,11;60,151;3.025;184.369
2015-09-18;58,80;59,653;58,642;59,413;616;36.527
2015-09-17;59,761;59,761;59,052;59,068;564;33.368
2015-09-16;59,271;60,005;59,271;59,421;286;16.985
2015-09-15;58,51;58,51;58,51;58,51;30;1.755
2015-09-14;59,292;59,825;59,20;59,20;284;16.878
2015-09-11;58,936;59,357;58,85;59,357;356;21.019
2015-09-10;58,405;59,29;58,405;58,778;820;48.262
2015-09-09;59,895;59,895;59,055;59,235;1.608;95.760
2015-09-08;58,624;59,48;58,324;59,259;1.490;87.906
2015-09-07;57,648;58,235;57,648;57,89;385;22.278
2015-09-04;58,659;58,659;57,927;58,215;360;21.022
2015-09-03;57,194;57,666;57,194;57,644;265;15.271
2015-09-02;54,582;55,55;54,582;55,55;414;22.816
2015-09-01;55,732;55,856;54,50;54,50;771;42.493
2015-08-31;56,088;56,50;55,80;55,80;759;42.531
2015-08-28;56,49;56,49;56,238;56,238;188;10.595
2015-08-27;55,426;56,783;55,00;56,783;1.065;58.993
2015-08-26;53,591;54,039;53,232;54,039;1.156;61.830
2015-08-25;53,869;55,222;53,50;53,50;1.100;59.959
2015-08-24;54,90;55,113;52,00;53,90;3.922;213.442
2015-08-21;57,852;58,149;55,735;55,746;1.931;110.818
2015-08-20;59,75;59,75;58,111;58,111;1.610;94.841
2015-08-19;60,339;61,017;60,143;61,017;665;40.140
2015-08-18;60,763;61,255;60,40;61,091;976;59.331
2015-08-17;60,966;60,966;59,65;60,936;577;34.632
2015-08-14;60,006;60,413;59,932;59,932;166;9.964
2015-08-13;60,60;60,896;60,518;60,518;350;21.265
2015-08-12;61,36;61,36;59,55;60,479;1.576;95.239
2015-08-11;61,867;61,961;61,00;61,60;1.295;79.669
2015-08-10;61,56;62,375;60,642;62,375;2.311;141.090
2015-08-07;62,092;62,451;60,999;61,00;1.374;84.126
2015-08-06;63,50;63,50;62,814;63,173;1.074;67.807
2015-08-05;63,10;63,649;62,825;62,961;1.769;111.802
2015-08-04;62,147;63,033;62,147;62,533;1.610;100.644
2015-08-03;61,408;62,246;61,387;62,029;1.274;78.680
2015-07-31;61,345;61,785;61,085;61,27;1.097;67.342
2015-07-30;60,427;62,52;60,427;62,52;1.173;71.928
2015-07-29;58,791;59,90;58,791;59,90;597;35.650
2015-07-28;59,29;59,375;58,601;59,116;1.061;62.677
2015-07-27;60,011;60,011;58,75;59,623;2.366;141.147
2015-07-24;61,19;61,465;61,19;61,361;364;22.339
2015-07-23;61,339;61,352;60,743;60,85;1.570;95.997
2015-07-22;61,54;61,917;61,511;61,70;534;32.897
2015-07-21;62,61;62,61;62,179;62,179;310;19.318
2015-07-20;62,865;63,167;62,443;63,167;1.642;103.087
2015-07-17;62,269;62,76;61,656;62,76;602;37.412
2015-07-16;62,561;62,735;61,846;62,443;2.673;166.688
2015-07-15;62,32;62,32;61,811;62,14;621;38.485
2015-07-14;61,10;61,855;61,001;61,855;721;44.254
2015-07-13;59,442;61,423;59,442;61,423;606;36.902
2015-07-10;59,084;59,956;58,972;59,956;364;21.567
2015-07-09;58,05;59,414;58,05;59,047;798;47.097
2015-07-08;58,878;58,88;58,056;58,056;771;45.145
2015-07-07;59,423;59,752;58,857;59,245;849;50.373
2015-07-06;58,50;59,36;58,50;59,166;1.026;60.445
2015-07-03;59,387;59,387;58,551;58,551;216;12.740
2015-07-02;58,799;59,614;58,799;59,614;376;22.269
2015-07-01;57,534;58,66;57,50;58,66;1.255;72.626
2015-06-30;57,799;57,799;56,682;57,475;4.265;243.879
2015-06-29;57,50;58,778;57,204;57,204;1.632;94.675
2015-06-26;58,203;58,813;58,203;58,813;385;22.500
2015-06-25;59,00;59,144;58,525;58,525;270;15.928
2015-06-24;60,363;60,363;59,462;59,644;420;25.202
2015-06-23;59,785;60,407;59,728;60,222;615;36.869
2015-06-22;59,185;59,229;59,05;59,229;327;19.354
2015-06-19;59,187;59,292;59,10;59,209;267;15.798
2015-06-18;58,285;58,369;58,285;58,369;214;12.481
2015-06-17;58,157;58,654;58,157;58,654;1.089;63.555
2015-06-16;57,501;58,476;57,165;58,476;3.055;176.344
2015-06-15;59,008;59,008;57,509;57,509;1.448;83.870
2015-06-12;58,54;58,595;58,276;58,276;1.113;65.085
2015-06-11;58,903;59,585;58,784;59,169;1.398;82.544
2015-06-10;58,076;58,676;58,076;58,549;195;11.386
2015-06-09;58,548;58,548;57,84;58,353;423;24.616
2015-06-08;59,956;59,977;59,492;59,971;300;17.969
2015-06-05;58,999;60,181;58,853;60,181;1.184;70.008
2015-06-04;60,225;60,225;58,512;59,659;1.920;113.453
2015-06-03;60,00;60,296;59,849;60,296;1.068;64.085
2015-06-02;60,426;60,615;60,168;60,25;1.731;104.536
2015-06-01;61,345;62,956;61,345;61,411;636;39.381
2015-05-29;63,42;63,42;61,488;61,488;528;32.823
2015-05-28;63,439;63,486;63,09;63,486;801;50.726
2015-05-27;62,41;62,764;62,41;62,764;265;16.586
2015-05-26;63,076;63,076;62,599;62,599;519;32.595
2015-05-25;63,20;63,618;63,20;63,618;306;19.360
2015-05-22;62,817;63,27;62,817;63,238;203;12.822
2015-05-21;62,161;63,022;62,139;62,16;805;50.194
2015-05-20;61,51;61,712;61,286;61,54;481;29.612
2015-05-19;61,586;61,604;61,352;61,557;586;36.065
2015-05-18;60,70;61,289;60,00;61,289;1.038;62.714
2015-05-15;61,963;61,963;60,60;60,63;427;26.177
2015-05-14;61,386;62,256;61,386;62,256;185;11.454
2015-05-13;62,072;62,211;61,263;61,263;172;10.587
2015-05-12;63,20;63,20;61,289;61,438;612;38.066
2015-05-11;62,85;63,79;62,80;63,79;744;47.137
2015-05-08;61,578;62,694;61,442;62,694;423;26.176
2015-05-07;59,532;59,864;58,253;59,864;1.269;74.972
2015-05-06;60,417;60,417;59,342;59,667;615;36.843
2015-05-05;61,82;62,236;60,383;60,65;2.109;129.332
2015-05-04;61,40;62,259;61,00;62,259;1.598;98.138
2015-04-30;62,333;62,333;60,294;61,333;1.237;75.952
2015-04-29;63,724;63,793;61,104;61,874;2.035;126.855
2015-04-28;65,401;65,401;63,238;63,238;1.598;103.051
2015-04-27;66,80;66,80;65,433;65,433;1.453;96.017
2015-04-24;66,769;66,769;65,401;65,401;426;28.097
2015-04-23;68,188;68,443;67,706;67,706;665;45.270
2015-04-22;68,27;68,61;68,00;68,568;1.246;85.155
2015-04-21;67,909;67,909;67,241;67,338;976;65.923
2015-04-20;67,218;67,218;66,981;67,00;280;18.766
2015-04-17;67,164;67,727;65,652;65,652;997;66.888
2015-04-16;67,337;68,358;66,729;67,357;1.177;79.858
2015-04-15;67,163;68,523;66,63;66,63;2.310;156.094
2015-04-14;66,008;66,704;65,62;66,704;1.859;122.786
2015-04-13;65,275;66,55;65,275;65,969;1.373;90.355
2015-04-10;66,38;66,60;64,50;66,60;2.050;134.690
2015-04-09;65,495;66,58;65,479;66,58;638;42.064
2015-04-08;64,74;64,932;64,534;64,932;577;37.295
2015-04-07;63,738;64,425;63,738;63,924;588;37.624
2015-04-02;63,461;63,703;63,461;63,703;306;19.439
2015-04-01;64,237;64,433;64,106;64,24;530;34.045
2015-03-31;64,396;64,396;63,773;64,301;148;9.465
2015-03-30;64,955;65,432;64,39;64,39;265;17.238
2015-03-27;64,239;65,119;64,239;64,271;541;35.001
2015-03-26;64,32;64,32;63,545;63,545;475;30.345
2015-03-25;66,114;66,114;64,663;64,91;773;50.709
2015-03-24;65,86;66,438;65,353;65,353;1.169;77.119
2015-03-23;67,701;67,793;66,065;66,604;1.643;109.606
2015-03-20;66,52;67,536;66,52;67,536;426;28.509
2015-03-19;66,577;67,456;66,24;67,456;622;41.482
2015-03-18;65,338;66,117;64,893;65,811;504;32.898
2015-03-17;64,851;65,215;63,762;64,601;5.869;375.815
2015-03-16;65,342;65,608;63,399;65,169;2.143;138.199
2015-03-13;63,331;65,035;62,54;65,019;2.516;160.186
2015-03-12;61,60;63,414;61,60;63,336;1.209;75.903
2015-03-11;60,845;61,574;60,629;61,001;307;18.739
2015-03-10;61,539;61,539;60,80;61,104;867;53.014
2015-03-09;62,00;62,00;60,766;61,20;1.182;72.196
2015-03-06;62,18;62,268;61,409;61,491;2.563;158.743
2015-03-05;61,922;62,469;61,064;62,192;824;50.623
2015-03-04;61,199;61,603;60,784;61,603;1.418;86.543
2015-03-03;61,913;62,088;61,283;61,45;7.649;473.492
2015-03-02;62,462;62,543;61,297;62,038;5.659;349.813
2015-02-27;62,237;62,50;61,505;62,50;1.273;78.763
2015-02-26;61,958;62,264;61,379;62,228;1.588;97.848
2015-02-25;62,096;62,346;61,078;61,83;2.326;142.739
2015-02-24;61,897;62,343;61,42;62,343;2.272;140.297
2015-02-23;60,484;62,031;60,366;61,206;2.489;151.728
2015-02-20;60,48;60,48;59,503;59,503;355;21.296
2015-02-19;59,184;60,443;59,184;60,443;1.583;94.191
2015-02-18;61,05;61,789;60,981;61,661;1.537;94.104
2015-02-17;60,447;61,859;60,447;61,71;898;54.827
2015-02-16;62,032;62,032;60,595;61,107;1.325;80.721
2015-02-13;61,393;61,585;60,99;61,585;2.411;147.434
2015-02-12;61,047;61,653;60,529;61,653;1.365;83.071
2015-02-11;60,928;61,229;60,416;61,229;3.134;189.885
2015-02-10;60,195;61,043;60,001;60,893;1.678;101.214
2015-02-09;59,474;60,524;59,393;60,50;2.063;123.176
2015-02-06;60,893;60,893;59,70;60,295;2.160;130.370
2015-02-05;60,96;61,256;59,44;60,341;1.830;110.926
2015-02-04;62,579;62,675;62,067;62,433;529;33.063
2015-02-03;62,57;62,809;61,517;62,044;568;35.347
2015-02-02;63,80;63,80;61,725;62,189;970;60.446
2015-01-30;63,055;63,055;63,055;63,055;100;6.306
2015-01-29;63,549;64,00;63,153;63,212;397;25.153
2015-01-28;63,563;63,90;63,34;63,551;376;23.908
2015-01-27;62,706;63,116;62,706;62,933;1.485;93.417
2015-01-26;62,783;63,769;62,783;63,209;582;36.890
2015-01-23;62,67;63,546;62,67;63,424;1.936;122.504
2015-01-22;61,00;61,018;60,644;61,018;168;10.213
2015-01-21;61,666;61,90;60,679;61,151;1.869;114.704
2015-01-20;61,689;61,689;61,567;61,567;173;10.666
2015-01-19;61,45;61,933;61,45;61,719;580;35.747
2015-01-16;60,994;61,718;60,868;61,718;753;46.194
2015-01-15;61,155;61,811;60,537;61,811;806;49.284
2015-01-14;60,854;61,977;59,666;60,485;2.442;148.531
2015-01-13;60,30;61,188;60,30;60,423;1.458;88.464
2015-01-12;59,079;59,554;59,079;59,202;447;26.442
2015-01-09;59,377;59,377;58,818;58,967;435;25.658
2015-01-08;57,61;58,668;57,61;58,668;1.769;102.880
2015-01-07;57,86;57,86;57,86;57,86;150;8.679
2015-01-06;58,514;58,514;56,721;57,53;244;14.117
2015-01-05;57,78;59,079;57,775;58,049;1.198;70.279
2015-01-02;58,65;59,087;58,65;59,087;212;12.446
2014-12-30;58,358;58,358;58,30;58,30;338;19.716
2014-12-29;57,822;58,63;57,822;58,63;70;4.064
2014-12-23;58,90;58,90;57,40;57,427;204;11.788
2014-12-22;58,404;58,93;58,404;58,93;80;4.701
2014-12-19;58,169;59,039;58,072;58,372;685;40.204
2014-12-18;56,577;58,024;56,577;58,024;431;24.825
2014-12-17;55,968;56,405;55,968;56,348;262;14.729
2014-12-16;55,53;56,519;55,436;56,232;381;21.236
2014-12-15;57,793;57,961;56,00;56,00;839;47.797
2014-12-12;58,446;58,769;58,446;58,769;120;7.046
2014-12-11;59,637;59,637;58,99;59,12;529;31.320
2014-12-10;58,717;59,087;58,717;59,087;276;16.275
2014-12-09;58,85;58,85;57,583;57,583;343;20.130
2014-12-08;60,00;60,021;59,91;59,928;438;26.264
2014-12-05;60,00;60,417;59,94;60,417;1.613;96.894
2014-12-04;59,601;60,261;59,47;59,473;963;57.725
2014-12-03;59,834;59,926;59,438;59,438;1.000;59.849
2014-12-02;59,35;59,35;59,004;59,009;872;51.620
2014-12-01;60,015;60,015;59,18;59,18;245;14.554
2014-11-28;60,351;60,351;59,451;60,00;600;36.015
2014-11-27;59,217;59,575;59,112;59,575;353;20.981
2014-11-26;58,798;59,16;58,736;58,849;1.207;71.052
2014-11-25;59,529;59,784;58,781;59,369;674;39.985
2014-11-24;59,867;59,875;59,50;59,69;491;29.361
2014-11-21;59,907;60,563;59,66;60,563;720;43.048
2014-11-20;58,919;59,444;58,919;59,444;110;6.497
2014-11-19;59,349;60,317;59,249;59,80;418;24.994
2014-11-18;57,67;59,233;57,334;59,233;635;36.616
2014-11-17;56,818;57,994;56,796;57,994;228;13.159
2014-11-14;59,429;60,09;58,106;58,647;467;27.476
2014-11-13;60,00;60,00;59,867;59,867;140;8.387
2014-11-12;59,422;59,902;59,422;59,886;2.025;120.975
2014-11-11;59,08;59,783;59,08;59,46;634;37.655
2014-11-10;58,829;59,063;58,711;59,06;563;33.176
2014-11-07;58,703;59,00;58,574;58,574;455;26.749
2014-11-06;59,20;59,20;57,629;58,563;1.675;98.289
2014-11-05;58,672;59,00;58,672;58,93;678;39.922
2014-11-04;58,535;58,846;58,528;58,846;245;14.352
2014-11-03;57,564;58,571;57,564;58,237;229;13.396
2014-10-31;57,99;58,137;57,472;57,565;3.816;220.190
2014-10-30;57,163;57,865;57,027;57,865;1.499;85.616
2014-10-29;56,04;56,42;56,04;56,268;672;37.719
2014-10-28;55,777;56,101;55,777;56,101;911;51.012
2014-10-27;55,624;55,624;55,624;55,624;50;2.781
2014-10-24;53,768;55,617;53,768;55,617;508;27.704
2014-10-23;54,629;55,465;54,10;55,465;616;33.628
2014-10-22;54,071;55,19;54,071;55,19;161;8.785
2014-10-21;52,60;53,143;52,60;53,143;74;3.903
2014-10-20;53,003;53,219;52,583;52,848;490;25.924
2014-10-17;52,961;52,961;52,694;52,884;264;13.921
2014-10-16;53,489;53,489;52,001;52,717;1.126;59.302
2014-10-15;53,289;54,085;52,473;52,473;2.214;119.221
2014-10-14;54,764;55,216;54,764;55,215;1.820;100.343
2014-10-13;54,282;54,999;54,088;54,999;518;28.180
2014-10-10;52,92;54,365;52,92;53,80;1.144;61.606
2014-10-09;53,914;54,517;53,541;53,541;370;19.944
2014-10-08;54,336;54,377;54,001;54,001;1.211;65.569
2014-10-07;54,861;55,149;54,861;55,149;260;14.286
2014-10-06;55,841;55,841;55,841;55,841;100;5.584
2014-10-03;55,892;55,892;55,892;55,892;190;10.619
2014-10-02;56,45;56,45;55,50;55,50;795;44.699
2014-10-01;55,90;56,40;55,90;56,40;455;25.494
2014-09-30;56,503;57,522;56,503;57,522;318;18.185
2014-09-29;57,087;57,163;56,667;56,667;719;40.936
2014-09-26;56,00;56,895;55,80;56,895;663;37.272
2014-09-25;56,529;56,936;56,23;56,422;1.481;83.796
2014-09-24;55,883;56,02;55,50;56,02;1.529;85.587
2014-09-23;55,60;56,727;55,24;56,60;1.767;98.570
2014-09-22;58,00;58,526;58,00;58,263;1.883;109.711
2014-09-19;58,094;58,445;58,085;58,445;601;35.048
2014-09-18;57,161;57,91;57,161;57,841;2.139;123.217
2014-09-17;56,924;56,924;56,924;56,924;50;2.846
2014-09-16;56,821;56,821;56,07;56,707;695;39.152
2014-09-15;57,29;57,29;56,992;57,227;554;31.654
2014-09-12;57,559;57,559;57,15;57,332;155;8.873
2014-09-11;58,00;58,00;57,447;57,447;144;8.317
2014-09-10;56,91;58,00;56,91;58,00;341;19.637
2014-09-09;57,223;57,278;57,006;57,006;630;36.065
2014-09-08;57,739;57,857;56,801;57,857;239;13.704
2014-09-05;57,732;57,732;57,725;57,725;150;8.660
2014-09-04;56,963;57,949;56,963;57,949;1.019;58.618
2014-09-03;57,269;57,618;57,269;57,618;167;9.612
2014-09-02;58,101;58,101;56,536;56,536;107;6.186
2014-09-01;58,371;58,413;57,516;58,081;1.649;95.609
2014-08-29;57,828;58,234;57,613;57,658;1.154;66.689
2014-08-28;56,179;56,313;56,165;56,165;71;3.990
2014-08-27;56,554;56,67;55,671;55,719;1.835;103.645
2014-08-26;56,149;56,149;55,83;55,87;1.075;60.057
2014-08-25;55,111;55,86;55,111;55,86;478;26.578
2014-08-22;55,566;55,855;55,566;55,855;321;17.901
2014-08-21;54,044;55,508;53,744;55,508;317;17.267
2014-08-20;53,694;53,926;53,677;53,926;573;30.815
2014-08-19;52,90;53,162;52,90;53,162;200;10.606
2014-08-18;51,641;52,80;51,619;52,771;2.107;110.492
2014-08-15;51,352;51,352;50,75;50,75;110;5.643
2014-08-14;51,371;51,371;51,17;51,17;280;14.363
2014-08-13;51,70;51,736;50,895;51,17;1.310;67.148
2014-08-12;51,81;52,60;51,81;52,60;365;19.079
2014-08-11;50,939;52,612;50,939;52,612;2.037;106.522
2014-08-08;52,073;52,43;50,48;50,48;2.660;137.642
2014-08-07;53,10;53,263;53,011;53,011;1.150;61.071
2014-08-06;53,60;54,50;51,434;53,455;5.276;279.846
2014-08-05;55,35;55,35;53,994;53,994;360;19.685
2014-08-04;54,84;54,84;54,84;54,84;47;2.577
2014-08-01;54,60;54,60;53,726;54,332;1.252;67.844
2014-07-31;55,50;55,50;54,537;55,275;2.935;161.627
2014-07-30;55,165;55,463;54,986;55,00;968;53.416
2014-07-29;55,00;55,034;55,00;55,034;140;7.703
2014-07-28;55,65;55,822;54,996;54,996;309;17.188
2014-07-25;55,78;55,937;55,586;55,839;979;54.691
2014-07-24;55,90;55,998;55,548;55,548;1.294;72.261
2014-07-23;56,216;56,216;56,074;56,099;1.705;95.700
2014-07-22;56,022;56,273;56,012;56,273;532;29.861
2014-07-21;55,00;56,037;55,00;56,037;865;47.777
2014-07-18;54,432;55,027;54,277;54,763;1.283;70.167
2014-07-17;53,827;53,827;53,827;53,827;30;1.615
2014-07-16;55,958;55,958;54,819;55,751;591;32.731
2014-07-15;55,437;56,037;55,196;55,561;1.735;96.324
2014-07-14;55,211;55,261;54,868;55,197;917;50.603
2014-07-11;54,75;55,515;54,75;54,919;3.111;171.066
2014-07-10;54,955;54,955;54,46;54,89;1.833;100.324
2014-07-09;55,036;55,036;54,892;54,892;143;7.861
2014-07-08;55,875;55,875;55,00;55,353;865;48.151
2014-07-07;55,223;56,12;55,223;56,12;415;23.204
2014-07-04;55,60;55,60;55,60;55,60;200;11.120
2014-07-03;55,395;55,974;55,394;55,72;1.204;66.964
2014-07-02;55,917;55,999;55,732;55,999;668;37.288
2014-07-01;54,752;55,636;54,752;55,636;747;41.256
2014-06-30;54,749;54,749;54,749;54,749;182;9.964
2014-06-27;54,87;54,87;54,87;54,87;15;823
2014-06-26;54,814;54,82;54,223;54,223;755;41.302
2014-06-25;54,083;54,456;54,083;54,456;102;5.551
2014-06-24;54,532;54,532;54,001;54,22;560;30.311
2014-06-23;56,50;56,50;55,467;55,467;44;2.455
2014-06-20;55,267;56,456;55,267;56,166;4.980;278.493
2014-06-19;55,624;55,677;55,30;55,58;295;16.367
2014-06-18;54,548;55,566;54,548;55,566;240;13.278
2014-06-17;54,002;54,056;54,002;54,056;55;2.970
2014-06-16;54,87;55,392;54,87;55,334;909;49.933
2014-06-13;55,00;55,232;54,561;54,561;551;30.211
2014-06-12;54,93;55,67;54,93;54,999;1.802;99.217
2014-06-11;54,11;54,95;54,11;54,95;1.044;56.864
