Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2018-01-30;58,39;58,39;57,48;57,85;1.237;71.725
2018-01-29;58,87;58,97;58,32;58,63;985;57.753
2018-01-26;58,63;58,97;58,54;58,97;636;37.312
2018-01-25;57,69;59,07;57,69;57,85;1.958;113.818
2018-01-24;58,24;58,24;57,83;57,94;623;36.164
2018-01-23;58,58;58,85;58,33;58,75;3.684;216.044
2018-01-22;58,05;58,24;58,02;58,24;4.359;253.265
2018-01-19;57,53;58,07;57,53;57,94;2.731;157.943
2018-01-18;57,82;57,82;56,86;56,99;975;55.508
2018-01-17;57,40;57,86;57,07;57,80;2.818;161.495
2018-01-16;58,69;58,75;57,00;57,07;1.048;60.530
2018-01-15;59,00;59,00;58,36;58,55;1.837;107.564
2018-01-12;58,67;58,79;58,60;58,65;2.021;118.714
2018-01-11;58,84;58,98;58,20;58,77;2.416;141.188
2018-01-10;59,00;59,00;58,35;58,80;1.488;87.235
2018-01-09;59,34;59,58;59,24;59,58;437;25.948
2018-01-08;59,59;59,60;59,01;59,37;3.412;202.927
2018-01-05;58,92;59,28;58,78;59,27;6.963;410.772
2018-01-04;59,15;59,15;58,49;58,88;1.731;101.673
2018-01-03;58,55;59,00;58,41;58,96;2.272;133.537
2018-01-02;58,339;58,713;58,253;58,367;2.077;121.235
2017-12-29;57,827;57,827;57,602;57,737;453;26.132
2017-12-28;56,373;57,00;56,373;56,994;1.066;60.598
2017-12-27;56,414;56,99;56,348;56,348;1.015;57.522
2017-12-22;56,358;56,808;56,10;56,10;818;46.265
2017-12-21;55,357;55,805;55,357;55,802;302;16.781
2017-12-20;56,275;56,564;55,50;55,50;842;47.222
2017-12-19;56,022;56,022;55,83;55,983;458;25.613
2017-12-18;56,319;56,522;55,99;56,522;1.209;68.033
2017-12-15;56,061;56,159;55,815;55,921;433;24.231
2017-12-14;56,615;56,615;56,33;56,33;244;13.757
2017-12-13;56,743;56,754;56,533;56,533;1.247;70.686
2017-12-12;56,10;56,928;56,058;56,569;2.074;117.146
2017-12-11;54,972;55,801;54,972;55,801;1.166;64.655
2017-12-08;54,765;55,556;54,765;55,556;225;12.448
2017-12-07;54,494;54,494;54,191;54,427;1.447;78.717
2017-12-06;54,023;54,431;53,943;54,431;581;31.537
2017-12-05;53,802;54,347;53,802;54,347;1.980;107.225
2017-12-04;54,61;54,61;54,049;54,049;992;54.353
2017-12-01;54,706;55,307;54,48;55,307;707;38.803
2017-11-30;56,082;56,082;54,937;55,334;806;44.617
2017-11-29;57,192;57,192;55,82;55,82;337;19.055
2017-11-28;56,481;56,481;56,164;56,164;332;18.704
2017-11-27;56,48;56,899;56,377;56,377;2.448;138.828
2017-11-24;56,849;56,982;56,494;56,745;260;14.743
2017-11-23;57,01;57,085;56,822;56,844;1.056;60.190
2017-11-22;57,322;57,50;57,322;57,483;217;12.455
2017-11-21;56,608;57,393;56,608;57,393;255;14.502
2017-11-20;56,06;56,774;56,06;56,593;700;39.650
2017-11-17;56,459;56,459;56,177;56,203;885;49.806
2017-11-16;56,685;56,978;56,663;56,978;344;19.498
2017-11-15;56,385;56,71;56,03;56,547;711;40.093
2017-11-14;55,676;55,676;55,55;55,655;156;8.670
2017-11-13;55,808;56,769;55,774;56,28;794;44.766
2017-11-10;56,157;56,298;55,791;56,298;833;46.739
2017-11-09;57,929;57,929;56,55;56,932;2.070;118.190
2017-11-08;57,853;57,853;56,836;57,157;1.668;95.520
2017-11-07;58,691;58,691;57,716;57,716;472;27.405
2017-11-06;58,987;59,065;58,779;58,942;789;46.487
2017-11-03;58,00;58,976;58,00;58,89;794;46.564
2017-11-02;59,321;59,321;58,205;58,46;1.046;61.276
2017-11-01;58,238;59,526;58,238;59,139;1.540;91.124
2017-10-31;57,979;58,584;57,979;58,584;520;30.316
2017-10-30;57,391;57,785;57,391;57,756;337;19.367
2017-10-27;57,573;57,803;57,465;57,614;1.050;60.532
2017-10-26;57,35;57,744;57,152;57,442;1.454;83.490
2017-10-25;57,977;58,349;57,756;57,756;86;4.983
2017-10-24;57,956;57,956;57,338;57,827;577;33.307
2017-10-23;58,617;58,895;58,396;58,396;1.720;101.043
2017-10-20;58,464;58,778;58,453;58,50;470;27.512
2017-10-19;58,38;58,494;58,054;58,261;832;48.520
2017-10-18;58,641;58,83;58,435;58,568;539;31.605
2017-10-17;59,20;59,20;58,804;58,825;1.329;78.376
2017-10-16;58,70;59,091;58,496;58,496;1.226;72.092
2017-10-13;58,60;58,60;58,232;58,54;1.722;100.425
2017-10-12;58,00;58,695;58,00;58,695;491;28.611
2017-10-11;58,178;58,406;57,70;57,758;975;56.570
2017-10-10;58,43;58,589;58,26;58,424;1.541;90.080
2017-10-09;58,30;58,70;58,207;58,70;468;27.282
2017-10-06;57,77;58,17;57,733;58,12;1.078;62.349
2017-10-05;57,842;58,066;57,716;58,066;1.950;112.793
2017-10-04;57,55;58,314;57,55;58,23;3.314;192.579
2017-10-03;58,059;58,059;57,671;57,90;282;16.292
2017-10-02;56,986;57,95;56,974;57,913;3.450;198.756
2017-09-29;56,398;56,85;56,282;56,85;1.364;77.302
2017-09-28;56,512;56,876;56,45;56,70;2.065;116.850
2017-09-27;56,109;56,479;55,962;56,216;756;42.527
2017-09-26;56,762;56,762;56,117;56,117;1.989;112.432
2017-09-25;57,154;57,246;56,502;57,246;2.419;137.545
2017-09-22;55,114;56,65;54,929;56,65;1.625;90.588
2017-09-21;54,924;55,084;54,804;54,945;939;51.589
2017-09-20;54,19;55,204;54,148;55,204;969;52.762
2017-09-19;54,27;54,479;54,27;54,291;665;36.174
2017-09-18;54,473;54,495;53,87;53,87;597;32.270
2017-09-15;54,585;54,60;54,20;54,324;715;38.926
2017-09-14;54,848;54,848;54,25;54,37;1.511;82.545
2017-09-13;56,117;56,117;54,573;54,881;1.829;100.862
2017-09-12;54,762;55,922;54,762;55,922;4.758;262.225
2017-09-11;53,768;54,95;53,768;54,90;6.159;334.669
2017-09-08;52,733;53,555;52,198;53,555;1.218;64.295
2017-09-07;51,29;53,07;50,97;53,033;3.941;205.912
2017-09-06;50,935;50,94;50,402;50,86;575;29.195
2017-09-05;50,413;51,189;50,413;50,658;1.839;93.497
2017-09-04;51,00;51,00;50,498;50,498;2.565;130.577
2017-09-01;49,954;50,917;49,954;50,737;1.294;65.161
2017-08-31;49,00;50,288;49,00;50,288;1.761;87.719
2017-08-30;48,955;49,065;48,731;48,731;705;34.518
2017-08-29;49,204;49,401;48,50;49,401;2.438;118.861
2017-08-28;49,481;49,777;49,481;49,777;125;6.215
2017-08-25;50,172;50,27;49,239;49,239;1.828;91.450
2017-08-24;49,65;50,301;49,593;49,918;1.547;77.251
2017-08-23;49,402;49,662;49,40;49,60;948;46.982
2017-08-22;49,10;49,309;48,99;49,309;763;37.513
2017-08-21;49,749;49,749;48,80;49,098;2.252;110.733
2017-08-18;49,756;49,756;49,20;49,20;2.029;100.144
2017-08-17;49,201;50,394;49,201;49,501;1.696;84.981
2017-08-16;50,029;50,029;49,45;49,45;1.271;63.279
2017-08-15;49,50;49,706;49,377;49,636;1.251;62.008
2017-08-14;49,413;49,511;49,00;49,50;1.971;97.084
2017-08-11;49,566;49,576;48,80;49,358;6.945;340.992
2017-08-10;50,213;50,447;49,50;49,794;3.094;154.297
2017-08-09;51,028;51,121;50,68;50,788;3.550;180.893
2017-08-08;51,012;51,561;50,89;50,90;1.913;97.622
2017-08-07;51,199;51,30;50,80;50,80;2.957;151.174
2017-08-04;51,35;51,375;50,884;51,068;3.442;175.959
2017-08-03;51,243;51,745;50,897;51,44;4.636;237.778
2017-08-02;50,99;51,229;50,747;51,229;5.491;279.817
2017-08-01;51,598;51,969;50,528;51,027;12.763;649.378
2017-07-31;52,06;52,356;51,165;51,329;14.145;732.620
2017-07-28;49,60;51,713;49,137;51,702;21.641;1.080.887
2017-07-27;57,65;57,65;48,592;49,482;81.050;4.011.603
2017-07-26;57,90;58,188;57,90;58,031;454;26.369
2017-07-25;57,749;57,90;57,749;57,80;353;20.423
2017-07-24;58,304;58,304;57,539;57,935;1.623;93.740
2017-07-21;58,30;58,369;57,958;58,001;1.107;64.353
2017-07-20;58,393;58,393;57,88;58,356;1.247;72.520
2017-07-19;57,978;58,461;57,978;58,252;916;53.395
2017-07-18;58,227;58,46;57,666;57,997;660;38.462
2017-07-17;58,672;58,95;58,21;58,21;676;39.703
2017-07-14;57,00;57,88;56,65;57,10;2.057;117.762
2017-07-13;58,99;58,99;56,768;56,90;4.518;260.086
2017-07-12;57,601;59,386;57,60;58,45;435;25.338
2017-07-11;58,981;58,981;57,643;57,643;1.503;87.373
2017-07-10;59,051;59,387;59,00;59,094;278;16.448
2017-07-07;58,50;58,912;58,50;58,912;1.535;90.090
2017-07-06;60,211;60,211;58,76;58,76;265;15.771
2017-07-05;58,659;60,158;58,60;60,158;3.467;203.962
2017-07-04;59,685;59,685;58,911;59,42;283;16.773
2017-07-03;59,369;59,676;59,148;59,46;905;53.746
2017-06-30;59,366;59,693;59,332;59,332;3.297;196.353
2017-06-29;60,176;60,26;59,242;59,765;1.182;70.693
2017-06-28;60,511;60,839;60,202;60,484;1.647;99.674
2017-06-27;62,202;62,202;61,18;61,18;299;18.411
2017-06-26;62,634;63,442;62,467;62,70;738;46.420
2017-06-23;63,178;63,178;62,312;62,441;681;42.723
2017-06-22;61,944;63,639;61,847;63,639;756;47.266
2017-06-21;62,226;62,328;61,569;62,328;986;61.165
2017-06-20;62,167;62,50;61,951;62,50;401;24.931
2017-06-19;61,465;62,108;61,27;62,052;1.162;71.620
2017-06-16;61,175;61,345;61,175;61,345;198;12.119
2017-06-15;60,625;61,277;60,625;61,019;376;22.932
2017-06-14;61,257;61,452;60,869;61,068;1.443;88.149
2017-06-13;60,739;61,146;60,647;61,146;836;50.911
2017-06-12;61,358;61,358;60,419;60,434;2.464;149.585
2017-06-09;60,775;61,638;60,775;61,003;1.868;114.687
2017-06-08;61,20;62,276;61,20;61,669;1.947;120.079
2017-06-07;62,47;62,47;61,354;61,354;407;25.083
2017-06-06;61,796;62,085;61,633;62,085;352;21.802
2017-06-05;61,654;62,132;61,61;62,132;1.562;96.505
2017-06-02;61,741;62,575;61,741;62,05;1.280;79.713
2017-06-01;61,778;61,946;61,609;61,884;1.125;69.467
2017-05-31;60,167;61,07;60,167;60,721;480;29.205
2017-05-30;60,697;60,697;60,441;60,609;1.391;84.218
2017-05-29;60,684;60,684;60,361;60,634;543;32.850
2017-05-26;60,58;61,022;60,285;60,511;482;29.256
2017-05-25;61,00;61,00;60,85;60,872;512;31.159
2017-05-24;61,00;61,124;60,636;60,85;807;49.133
2017-05-23;60,036;60,505;59,727;60,505;1.165;69.989
2017-05-22;60,309;61,018;59,82;60,40;817;49.036
2017-05-19;60,698;61,47;60,237;60,30;658;39.852
2017-05-18;60,811;61,78;60,472;60,472;2.726;167.394
2017-05-17;61,346;62,19;60,978;60,978;2.368;146.548
2017-05-16;61,435;62,00;60,898;61,594;1.166;71.743
2017-05-15;61,351;62,757;60,687;61,725;7.237;449.092
2017-05-12;57,153;61,63;57,153;60,70;7.444;445.624
2017-05-11;56,808;57,12;56,641;57,12;750;42.584
2017-05-10;56,834;57,112;56,629;56,962;1.084;61.605
2017-05-09;55,296;56,59;55,296;56,458;730;40.909
2017-05-08;55,20;55,546;54,938;54,938;1.572;86.909
2017-05-05;55,511;55,511;54,797;54,797;1.280;70.714
2017-05-04;55,595;55,712;55,275;55,712;1.548;85.937
2017-05-03;55,436;56,015;55,436;55,682;410;22.853
2017-05-02;55,155;56,011;55,155;56,011;424;23.592
2017-04-28;56,524;56,524;55,581;55,581;248;13.811
2017-04-27;56,25;56,25;55,391;56,002;258;14.392
2017-04-26;55,472;56,081;55,472;56,081;1.509;84.321
2017-04-25;56,031;56,324;55,597;55,731;608;34.064
2017-04-24;54,966;55,606;54,966;55,606;573;31.712
2017-04-21;55,277;55,538;54,828;55,538;1.301;71.716
2017-04-20;55,203;55,627;55,001;55,627;951;52.705
2017-04-19;55,801;56,064;55,203;55,203;465;25.823
2017-04-18;56,735;56,735;55,40;55,772;2.424;135.544
2017-04-13;56,45;56,60;56,45;56,60;916;51.753
2017-04-12;56,915;56,921;56,573;56,70;1.185;67.238
2017-04-11;56,774;56,826;56,597;56,826;430;24.389
2017-04-10;56,466;56,915;56,182;56,467;1.190;67.055
2017-04-07;56,608;57,078;56,408;57,078;830;47.009
2017-04-06;57,121;57,205;56,623;57,205;1.142;64.851
2017-04-05;58,076;58,18;57,04;57,04;798;45.972
2017-04-04;58,308;58,659;58,308;58,473;755;44.224
2017-04-03;58,708;58,746;58,209;58,341;1.014;59.210
2017-03-31;58,05;58,535;58,047;58,535;1.117;65.020
2017-03-30;58,023;58,468;58,022;58,468;968;56.314
2017-03-29;57,651;57,939;57,651;57,903;468;27.047
2017-03-28;58,30;58,367;57,85;57,892;1.140;66.340
2017-03-27;57,58;58,25;57,50;57,939;1.382;80.018
2017-03-24;58,30;58,30;57,496;57,681;546;31.494
2017-03-23;57,45;58,40;57,45;58,273;898;51.972
2017-03-22;55,555;57,276;55,20;57,217;1.338;75.075
2017-03-21;56,842;56,983;55,871;55,88;1.484;83.929
2017-03-20;56,978;57,351;56,97;57,133;1.021;58.362
2017-03-17;56,473;57,112;56,473;57,042;1.727;97.994
2017-03-16;56,169;56,794;56,108;56,622;1.453;82.083
2017-03-15;56,518;56,545;56,139;56,139;704;39.747
2017-03-14;56,04;57,062;55,704;57,062;2.503;140.568
2017-03-13;55,329;56,135;55,329;56,10;1.958;109.183
2017-03-10;55,619;55,619;54,925;55,00;407;22.435
2017-03-09;55,955;55,955;55,022;55,337;1.212;66.920
2017-03-08;55,778;56,059;54,88;56,059;3.387;186.827
2017-03-07;55,801;55,801;55,334;55,67;1.510;83.942
2017-03-06;56,327;56,327;55,731;56,062;918;51.314
2017-03-03;56,017;56,216;55,84;56,10;1.879;105.289
2017-03-02;55,216;56,00;55,216;55,672;3.322;185.126
2017-03-01;55,289;55,289;54,806;55,159;1.586;87.312
2017-02-28;54,425;55,565;54,425;55,334;2.259;125.135
2017-02-27;55,229;55,366;54,40;54,40;3.014;165.739
2017-02-24;55,349;55,384;54,864;55,167;3.810;210.249
2017-02-23;54,799;55,50;54,799;55,50;4.221;232.408
2017-02-22;54,56;54,799;54,30;54,799;4.011;218.285
2017-02-21;54,945;54,972;54,75;54,80;2.908;159.392
2017-02-20;55,079;55,079;54,20;54,595;5.591;303.683
2017-02-17;54,117;55,10;54,117;54,825;2.794;152.620
2017-02-16;54,91;55,00;53,701;54,033;2.958;159.192
2017-02-15;55,569;56,536;55,508;55,681;2.536;141.238
2017-02-14;55,76;55,76;54,847;55,30;2.558;140.949
2017-02-13;55,001;55,999;55,001;55,999;4.978;276.008
2017-02-10;54,729;55,15;54,648;55,04;5.640;309.224
2017-02-09;53,575;54,70;53,438;54,561;4.074;220.693
2017-02-08;52,80;53,604;52,537;52,63;5.581;295.168
2017-02-07;51,72;53,03;51,72;52,935;9.896;516.267
2017-02-06;51,085;51,989;51,085;51,40;1.174;60.673
2017-02-03;50,958;51,989;50,655;51,85;2.993;153.213
2017-02-02;50,50;51,352;49,459;51,352;4.666;232.585
2017-02-01;50,749;51,668;50,286;51,603;2.577;131.099
2017-01-31;50,80;50,80;49,25;50,765;10.034;497.794
2017-01-30;51,00;51,00;50,20;50,95;2.113;107.194
2017-01-27;51,268;51,268;49,50;50,301;4.299;215.570
2017-01-26;51,508;52,14;50,95;51,403;1.741;89.689
2017-01-25;50,781;51,40;50,616;51,30;1.962;99.747
2017-01-24;50,101;50,795;49,608;50,731;6.638;332.338
2017-01-23;50,521;51,319;50,20;50,99;4.631;233.172
2017-01-20;52,10;52,10;50,50;51,455;6.534;337.558
2017-01-19;53,075;53,422;52,60;52,90;2.776;146.875
2017-01-18;53,60;54,175;53,60;54,175;485;26.161
2017-01-17;52,50;54,053;52,50;52,813;1.120;59.454
2017-01-16;53,50;53,557;52,859;52,99;2.910;155.247
2017-01-13;52,70;53,691;52,70;53,43;675;36.109
2017-01-12;53,251;53,575;52,551;52,70;3.011;159.345
2017-01-11;55,00;55,00;53,716;54,243;1.710;93.098
2017-01-10;53,85;55,327;53,85;55,327;1.483;80.389
2017-01-09;54,00;54,00;53,548;53,77;1.998;107.446
2017-01-06;54,18;54,528;53,797;54,528;1.792;96.884
2017-01-05;53,56;54,813;53,56;54,813;2.957;159.207
2017-01-04;54,208;54,208;53,091;53,509;3.377;180.265
2017-01-03;53,305;54,016;52,95;53,923;2.344;124.603
2017-01-02;52,152;53,36;52,152;53,299;1.321;69.977
2016-12-30;52,179;52,40;52,021;52,148;552;28.825
2016-12-29;52,461;52,525;52,30;52,365;961;50.386
2016-12-28;53,872;53,872;51,835;52,823;1.484;78.317
2016-12-27;53,615;53,615;52,699;53,00;1.376;73.134
2016-12-23;52,27;53,20;51,983;53,20;581;30.568
2016-12-22;51,39;52,151;51,373;51,373;842;43.678
2016-12-21;52,377;52,377;51,766;52,20;961;50.022
2016-12-20;52,26;52,678;52,12;52,414;2.029;106.359
2016-12-19;53,999;53,999;52,00;52,925;4.967;261.090
2016-12-16;53,301;53,936;53,30;53,75;1.630;87.254
2016-12-15;52,699;53,985;52,564;53,944;3.194;168.727
2016-12-14;51,878;52,632;51,726;52,632;1.220;63.414
2016-12-13;51,313;51,74;51,313;51,584;643;33.108
2016-12-12;51,979;51,979;50,595;51,401;9.460;480.632
2016-12-09;49,056;52,998;49,056;51,511;6.201;313.045
2016-12-08;48,69;50,134;47,95;48,607;2.497;121.946
2016-12-07;48,784;49,507;47,80;47,951;4.991;241.219
2016-12-06;48,80;49,031;48,161;49,031;2.772;134.394
2016-12-05;49,497;49,497;48,298;48,325;4.739;231.709
2016-12-02;49,099;49,31;48,006;49,31;4.345;211.426
2016-12-01;49,674;49,674;48,934;49,15;1.928;94.969
2016-11-30;50,30;50,50;49,864;50,50;2.132;106.918
2016-11-29;50,353;51,127;50,251;50,251;557;28.167
2016-11-28;51,653;51,653;50,446;50,641;864;44.076
2016-11-25;50,476;51,999;50,476;51,999;1.810;92.197
2016-11-24;49,683;51,125;49,65;51,125;2.361;118.054
2016-11-23;50,001;50,07;49,244;49,244;4.305;214.062
2016-11-22;52,319;52,319;50,116;50,20;2.864;146.525
2016-11-21;51,685;52,319;50,85;52,319;2.474;126.450
2016-11-18;51,211;51,977;50,95;51,896;1.105;56.450
2016-11-17;51,386;51,591;51,097;51,591;582;29.819
2016-11-16;51,391;52,17;50,731;51,48;2.042;104.643
2016-11-15;50,848;52,185;50,848;52,185;1.097;55.968
2016-11-14;52,00;52,372;51,417;52,372;1.517;78.891
2016-11-11;51,43;52,171;50,64;51,187;1.905;96.654
2016-11-10;53,33;53,33;49,951;51,919;3.521;182.253
2016-11-09;50,00;53,925;49,521;53,321;2.073;108.059
2016-11-08;50,50;51,433;50,451;51,207;542;27.529
2016-11-07;50,005;51,00;50,005;50,886;1.846;93.163
2016-11-04;50,814;50,814;49,50;49,99;1.682;83.902
2016-11-03;50,518;50,872;50,507;50,64;854;43.219
2016-11-02;50,648;51,67;50,388;50,388;1.699;86.611
2016-11-01;52,258;52,258;50,001;50,001;1.500;77.068
2016-10-31;52,70;52,70;51,701;51,701;833;43.513
2016-10-28;52,302;52,487;51,50;51,751;2.815;146.790
2016-10-27;53,994;54,772;50,872;52,729;2.697;142.193
2016-10-26;54,904;54,904;53,726;54,329;937;50.733
2016-10-25;54,809;55,424;54,809;54,99;614;33.873
2016-10-24;55,60;56,383;54,669;56,015;7.221;402.671
2016-10-21;56,378;56,676;55,753;56,255;587;33.055
2016-10-20;56,613;56,725;55,90;56,566;953;53.633
2016-10-19;56,613;57,192;56,326;56,685;1.471;83.299
2016-10-18;55,954;57,768;55,954;57,768;650;36.724
2016-10-17;55,00;56,316;54,797;56,316;1.527;84.135
2016-10-14;55,812;55,913;55,50;55,59;637;35.469
2016-10-13;55,381;56,426;54,838;56,426;1.683;93.084
2016-10-12;56,186;56,506;55,80;56,072;404;22.665
2016-10-11;57,00;57,147;56,20;56,20;820;46.606
2016-10-10;57,723;58,312;57,00;58,25;1.008;57.757
2016-10-07;57,065;57,797;56,86;57,797;862;49.263
2016-10-06;58,121;58,223;57,521;57,521;360;20.916
2016-10-05;58,724;58,799;57,50;58,473;621;36.021
2016-10-04;58,876;58,951;57,559;58,645;627;36.548
2016-10-03;58,916;58,916;58,907;58,907;65;3.829
2016-09-30;58,469;59,109;58,399;59,109;310;18.175
2016-09-29;60,207;60,207;58,11;58,11;542;32.232
2016-09-28;59,44;60,654;59,44;60,654;794;47.705
2016-09-27;59,772;59,84;58,70;59,374;1.900;112.465
2016-09-26;60,389;60,389;59,511;59,511;856;51.322
2016-09-23;60,361;60,70;60,274;60,70;232;14.011
2016-09-22;60,67;60,815;60,394;60,394;288;17.492
2016-09-21;60,102;60,276;60,00;60,276;180;10.835
2016-09-20;60,336;60,667;59,998;60,386;238;14.319
2016-09-19;59,653;60,756;59,653;60,191;305;18.418
2016-09-16;59,97;61,038;59,97;60,973;2.304;139.548
2016-09-15;59,00;60,00;58,421;60,00;616;36.319
2016-09-14;58,746;59,181;58,746;59,181;702;41.358
2016-09-13;59,56;59,56;58,42;58,50;1.173;69.041
2016-09-12;58,00;59,999;57,876;59,999;1.273;74.725
2016-09-09;58,40;58,459;57,19;57,19;807;46.876
2016-09-08;58,875;59,12;58,132;59,12;668;39.123
2016-09-07;58,565;59,058;58,565;59,058;487;28.593
2016-09-06;59,257;59,523;58,90;59,045;1.007;59.696
2016-09-05;60,00;60,00;59,26;59,537;1.594;94.764
2016-09-02;58,366;60,282;58,366;60,282;753;44.271
2016-09-01;58,874;58,944;58,079;58,135;836;49.043
2016-08-31;58,70;59,092;58,545;59,092;683;40.115
2016-08-30;59,097;59,86;58,864;59,86;996;58.840
2016-08-29;59,43;59,43;58,35;58,50;789;46.335
2016-08-26;59,008;59,254;58,509;58,608;1.045;61.546
2016-08-25;59,10;59,50;58,416;59,50;581;34.182
2016-08-24;59,50;60,50;59,50;60,50;463;27.652
2016-08-23;60,149;60,149;59,573;59,573;539;32.269
2016-08-22;59,637;59,804;59,637;59,80;285;17.012
2016-08-19;59,122;59,45;58,903;58,903;819;48.524
2016-08-18;59,18;59,408;59,18;59,408;171;10.120
2016-08-17;59,52;59,52;59,188;59,188;670;39.774
2016-08-16;59,312;60,054;59,111;60,054;597;35.423
2016-08-15;60,344;60,344;59,837;59,837;503;30.217
2016-08-12;60,403;60,512;59,735;59,75;434;26.109
2016-08-11;60,30;60,453;59,899;59,936;3.322;199.596
2016-08-10;60,816;60,83;60,548;60,83;312;18.945
2016-08-09;61,684;61,684;60,781;60,781;234;14.368
2016-08-08;61,541;62,452;61,207;61,207;882;54.581
2016-08-05;60,914;64,95;60,874;62,338;2.411;150.999
2016-08-04;60,95;61,667;60,707;61,608;1.496;91.228
2016-08-03;60,222;60,949;59,95;60,949;955;57.511
2016-08-02;60,70;60,796;59,934;59,957;1.766;106.405
2016-08-01;60,36;61,039;59,682;59,682;1.321;79.819
2016-07-29;60,50;61,41;59,50;60,549;2.535;153.213
2016-07-28;56,374;61,35;56,07;61,35;6.791;397.316
2016-07-27;56,20;56,60;56,17;56,50;712;40.061
2016-07-26;56,561;56,60;56,173;56,437;458;25.887
2016-07-25;56,50;56,721;56,195;56,434;1.298;73.289
2016-07-22;55,555;56,145;55,195;56,145;602;33.414
2016-07-21;55,249;55,721;54,952;55,713;582;32.117
2016-07-20;55,103;55,472;55,103;55,168;835;46.181
2016-07-19;55,05;55,05;54,143;54,857;1.171;64.098
2016-07-18;55,138;55,889;54,892;55,889;886;48.975
2016-07-15;54,607;54,696;54,367;54,687;2.344;128.009
2016-07-14;54,793;55,042;54,502;54,811;2.624;143.589
2016-07-13;54,569;54,73;54,38;54,38;289;15.782
2016-07-12;53,636;54,80;53,636;54,50;440;23.943
2016-07-11;54,789;54,789;53,744;53,744;710;38.404
2016-07-08;54,499;54,789;53,80;54,789;994;53.912
2016-07-07;54,128;54,789;53,973;54,525;1.803;97.949
2016-07-06;53,80;54,00;53,566;54,00;165;8.856
2016-07-05;54,00;54,788;53,60;54,788;1.141;61.630
2016-07-04;54,80;54,80;54,342;54,465;1.240;67.623
2016-07-01;54,723;54,723;53,768;54,50;1.496;80.971
2016-06-30;53,973;54,907;52,80;54,907;606;32.390
2016-06-29;52,827;53,56;52,827;52,84;1.909;101.674
2016-06-28;51,222;52,16;51,222;51,986;1.034;53.709
2016-06-27;50,001;51,016;49,532;50,964;2.753;138.561
2016-06-24;46,00;51,706;46,00;50,71;3.903;189.380
2016-06-23;51,40;51,867;50,861;50,99;1.079;55.393
2016-06-22;50,861;51,979;50,86;51,101;477;24.395
2016-06-21;50,101;51,99;50,101;51,99;498;25.202
2016-06-20;49,95;51,085;49,95;50,806;1.776;89.635
2016-06-17;49,372;49,372;48,876;49,361;995;48.914
2016-06-16;48,14;49,609;48,14;49,609;2.305;111.797
2016-06-15;49,20;49,511;48,577;49,511;322;15.874
2016-06-14;48,514;49,00;48,20;49,00;670;32.422
2016-06-13;48,956;49,501;48,322;48,322;2.202;107.827
2016-06-10;51,001;51,001;49,35;49,35;2.204;110.359
2016-06-09;51,63;51,696;51,442;51,628;1.255;64.756
2016-06-08;52,30;52,604;52,282;52,282;525;27.493
2016-06-07;52,656;53,318;52,118;52,118;2.547;134.033
2016-06-06;52,272;53,06;52,264;53,06;757;39.643
2016-06-03;53,252;53,535;52,459;52,56;1.401;74.433
2016-06-02;52,426;53,285;52,344;52,825;876;46.084
2016-06-01;52,563;52,783;52,492;52,783;780;41.036
2016-05-31;53,90;54,039;53,49;54,039;833;44.818
2016-05-30;54,00;54,00;52,60;53,90;1.487;79.835
2016-05-27;53,112;53,541;53,00;53,541;404;21.454
2016-05-26;52,286;53,714;52,286;53,699;1.730;92.444
2016-05-25;52,72;53,517;52,52;52,52;1.179;62.643
2016-05-24;51,778;52,55;51,778;52,528;1.190;62.020
2016-05-23;50,531;51,502;50,531;51,182;385;19.646
2016-05-20;50,411;51,138;50,411;50,819;704;35.681
2016-05-19;51,108;51,16;50,611;50,781;977;49.833
2016-05-18;51,487;51,487;51,487;51,487;100;5.149
2016-05-17;51,329;51,395;50,627;50,627;733;37.505
2016-05-16;49,752;49,752;49,752;49,752;75;3.731
2016-05-13;49,469;51,19;49,469;50,933;1.091;54.494
2016-05-12;50,663;50,777;50,504;50,504;1.029;52.131
2016-05-11;50,217;50,571;50,217;50,571;50;2.521
2016-05-10;50,871;51,314;50,556;51,062;2.404;122.585
2016-05-09;49,45;50,74;49,45;50,74;480;23.803
2016-05-06;49,00;49,144;48,65;48,65;1.013;49.466
2016-05-05;49,65;49,80;49,298;49,80;624;30.894
2016-05-04;49,963;49,963;49,07;49,07;1.704;84.024
2016-05-03;51,05;51,05;49,50;50,068;3.806;190.786
2016-05-02;50,882;51,92;50,882;51,70;1.420;73.058
2016-04-29;51,427;52,803;50,345;50,345;738;37.993
2016-04-28;52,65;52,65;51,261;51,895;2.741;142.015
2016-04-27;52,00;52,90;52,00;52,60;925;48.352
2016-04-26;53,41;53,90;52,80;53,90;2.540;135.776
2016-04-25;54,63;54,63;53,40;53,804;3.669;196.320
2016-04-22;53,942;54,30;53,249;54,30;1.512;81.192
2016-04-21;53,956;53,956;53,00;53,824;1.483;79.012
2016-04-20;53,553;53,66;52,776;53,66;1.246;66.131
2016-04-19;53,85;53,85;53,45;53,659;844;45.240
2016-04-18;53,20;54,145;52,694;54,145;1.543;81.703
2016-04-15;52,854;53,129;52,649;53,107;650;34.393
2016-04-14;52,801;52,969;52,102;52,102;798;42.083
2016-04-13;52,30;52,664;52,00;52,502;755;39.540
